,camera_id,hit_counts,id,intersection,label,locations,pole_id,timestamp,timestamp-iso
295,mlk-lindsay-cam-2,2,bfe26c87-6237-4039-8f72-5673f7ff5285,True,car,"[{'coords': [64.12357939374354, 456.89718007895544, 513.5456552625559, 630.9678434937327], 'timestamp': 1559404878305}, {'coords': [-90.78619651303661, 486.82046074158995, 248.43197413136141, 643.8992421371387], 'timestamp': 1559404878575}]",mlk-lindsay-2,1559404877602,2019-06-01 16:01:17.602
296,mlk-lindsay-cam-2,7,3e7d1127-e7c2-467c-a5a4-4046555d0ab9,True,car,"[{'coords': [1327.4359712906924, 406.58825764681814, 1439.6680592629825, 470.7086656366468], 'timestamp': 1559404897224}, {'coords': [1252.9225372083172, 403.18573884615904, 1379.0261870646525, 475.7724139615996], 'timestamp': 1559404897395}, {'coords': [1174.6162800500515, 405.56100060850724, 1317.5825168354659, 484.93269897348284], 'timestamp': 1559404897646}, {'coords': [1056.761527184728, 404.4230779538293, 1231.992883711565, 497.65980954709494], 'timestamp': 1559404897883}, {'coords': [936.9481014621086, 406.4329319356999, 1144.1762564771411, 509.23912425234084], 'timestamp': 1559404898144}, {'coords': [748.603495446817, 406.27746038761506, 1001.518851039206, 522.2203391169471], 'timestamp': 1559404898444}, {'coords': [531.1227705228765, 414.1221908754564, 834.4161980710988, 541.7856761928384], 'timestamp': 1559404898736}]",mlk-lindsay-2,1559404896455,2019-06-01 16:01:36.455
297,mlk-lindsay-cam-2,20,79e72c22-265c-4086-835e-3e93a1fc64e1,True,car,"[{'coords': [1451.5813678861343, 416.54106892871897, 1533.118825519243, 473.47163910907665], 'timestamp': 1559404912639}, {'coords': [1395.3209776583026, 418.06837636971807, 1490.5674905228852, 479.8283937711419], 'timestamp': 1559404913545}, {'coords': [1339.618111977998, 417.7790079184864, 1440.3815099649473, 483.0828913954168], 'timestamp': 1559404927403}, {'coords': [1276.2054400935804, 415.2911734477285, 1397.45530225649, 486.86485686126366], 'timestamp': 1559404928369}, {'coords': [1207.721905492293, 409.4431917187498, 1350.0013833957178, 485.77282478842363], 'timestamp': 1559404928872}, {'coords': [1152.2008779319763, 409.44715504136036, 1307.9053396040595, 488.10497404004207], 'timestamp': 1559404929187}, {'coords': [1085.6900743263939, 411.608449259577, 1253.8041505060798, 493.8124505596804], 'timestamp': 1559404929520}, {'coords': [995.9517378572208, 412.5123737781071, 1194.3094289087387, 503.5054288797829], 'timestamp': 1559404929766}, {'coords': [887.4421261322822, 409.45454783927556, 1123.50807029841, 509.3069164874417], 'timestamp': 1559404930087}, {'coords': [818.4631646709454, 409.617072819187, 1072.631047893315, 514.3457303172448], 'timestamp': 1559404930303}, {'coords': [747.9781551332427, 411.2017155512457, 1025.4338666002848, 522.5217919179138], 'timestamp': 1559404930421}, {'coords': [662.7029702073977, 414.1513845089378, 966.6320879288838, 531.699929919283], 'timestamp': 1559404930583}, {'coords': [576.4754094797424, 414.3107984688623, 896.3676787443953, 536.7054447357066], 'timestamp': 1559404930743}, {'coords': [465.45228894574916, 417.38968994781425, 807.2642606713057, 548.5363665034591], 'timestamp': 1559404930923}, {'coords': [382.4758450924807, 417.06545518353755, 739.1575846855317, 557.6573617862489], 'timestamp': 1559404931054}, {'coords': [277.73624128695434, 421.9130153118912, 647.0787959238421, 569.7091201865894], 'timestamp': 1559404931188}, {'coords': [159.65701532764905, 437.82652889740285, 536.8551158672994, 589.419683635646], 'timestamp': 1559404931414}, {'coords': [52.351632954250675, 449.8309807707793, 431.6675762929939, 602.4592618551964], 'timestamp': 1559404931510}, {'coords': [-22.91521196468298, 461.9940849362095, 330.16559858293635, 615.8245187355735], 'timestamp': 1559404931725}, {'coords': [-65.63503839219891, 472.38984499121494, 237.99187710411547, 626.5232436025508], 'timestamp': 1559404931909}]",mlk-lindsay-2,1559404911356,2019-06-01 16:01:51.356
298,mlk-lindsay-cam-2,17,f4db8c4a-cbaf-4e8a-9252-bc744b087165,True,car,"[{'coords': [1530.2703123733925, 408.99619984621086, 1587.7392213896826, 464.06679620448654], 'timestamp': 1559404921410}, {'coords': [1468.4016804986838, 406.8380723861613, 1553.4688557532074, 466.180538839092], 'timestamp': 1559404928737}, {'coords': [1407.6706173114922, 411.1509572292541, 1507.5854704629219, 483.5764940629699], 'timestamp': 1559404930583}, {'coords': [1328.0176747713047, 410.7506616225307, 1449.9315998265313, 492.7632247773585], 'timestamp': 1559404931510}, {'coords': [1240.6756063303471, 406.46782546242866, 1389.1286842917445, 492.23137132398926], 'timestamp': 1559404932384}, {'coords': [1145.731686408689, 405.3226683996304, 1326.4562838117965, 495.7893561778254], 'timestamp': 1559404932954}, {'coords': [1088.1773280562209, 404.61048230696406, 1286.059899015727, 501.2165762235686], 'timestamp': 1559404933196}, {'coords': [1030.1760140665274, 402.8908005552796, 1246.555497845302, 505.353472293088], 'timestamp': 1559404933403}, {'coords': [950.9438606147046, 400.88475566576574, 1193.3822206051518, 510.8547709667613], 'timestamp': 1559404933634}, {'coords': [872.2515420639027, 399.7910027520305, 1142.3107991083732, 516.5005933099579], 'timestamp': 1559404933891}, {'coords': [772.5980111017834, 403.7720728127618, 1073.6253660390155, 529.2182767501369], 'timestamp': 1559404934183}, {'coords': [655.9748897422976, 404.2454059227301, 985.3403260993564, 538.2765409949789], 'timestamp': 1559404934537}, {'coords': [502.0740386139104, 409.30934477625345, 858.7798177348806, 555.0084981942065], 'timestamp': 1559404934777}, {'coords': [354.88776706998124, 416.3189018714641, 729.3059642257206, 573.1103788080162], 'timestamp': 1559404935071}, {'coords': [183.65296073620928, 424.3858274559739, 575.6075645752722, 593.316735618957], 'timestamp': 1559404935266}, {'coords': [29.15667819218544, 436.41973710390386, 408.9614833918839, 614.6140079340986], 'timestamp': 1559404935432}, {'coords': [-50.874359861483754, 447.36068902168984, 282.84567657185914, 631.6750355061307], 'timestamp': 1559404935660}]",mlk-lindsay-2,1559404920712,2019-06-01 16:02:00.712
299,mlk-lindsay-cam-2,2,e1dae3bc-0cb6-4b88-aef6-d8b46529cb98,True,car,"[{'coords': [-43.8278242330249, 436.81162987421175, 373.21945661645304, 656.3055935681841], 'timestamp': 1559404972338}, {'coords': [-94.42526486007874, 462.6493468647366, 209.21781637552795, 654.3765389134194], 'timestamp': 1559404972512}]",mlk-lindsay-2,1559404971747,2019-06-01 16:02:51.747
300,mlk-lindsay-cam-2,7,48673762-ee56-4790-9499-0b0b77710111,True,car,"[{'coords': [1491.1996546614098, 403.2616487302151, 1566.697898695613, 468.8462864011579], 'timestamp': 1559404969352}, {'coords': [1424.3642216772228, 406.6983074379739, 1516.726218893878, 481.6428058300942], 'timestamp': 1559404969957}, {'coords': [1260.2130758422672, 396.35704993386406, 1399.016965571093, 489.9702205352144], 'timestamp': 1559404970740}, {'coords': [1193.365267642939, 398.2974840566783, 1351.0500226710494, 496.98962062343935], 'timestamp': 1559404970935}, {'coords': [1107.5792865004794, 402.83220159111636, 1293.0500802579857, 509.0309802644805], 'timestamp': 1559404971196}, {'coords': [1009.0137274497133, 396.7863457402639, 1227.4882844836047, 515.879801355569], 'timestamp': 1559404971381}, {'coords': [873.1306649599346, 394.7564166121795, 1133.2874948640103, 526.6554762997002], 'timestamp': 1559404971584}]",mlk-lindsay-2,1559404968811,2019-06-01 16:02:48.811
301,mlk-lindsay-cam-2,4,e9c7c694-258a-49d9-8835-2e7263226f5c,True,car,"[{'coords': [1213.6434011314707, 395.62030992477145, 1386.7360753091941, 494.83484533523546], 'timestamp': 1559404982127}, {'coords': [1129.2908123667119, 397.02613190288986, 1331.3252195033976, 498.87588340111944], 'timestamp': 1559404982310}, {'coords': [1019.4356608957601, 394.8143448162432, 1272.4602896228776, 514.3562269795253], 'timestamp': 1559404982541}, {'coords': [884.1927966328567, 390.58803638524864, 1185.1453179001155, 522.7284285526881], 'timestamp': 1559404982738}]",mlk-lindsay-2,1559404981467,2019-06-01 16:03:01.467
302,mlk-lindsay-cam-2,2,39f62862-7a0d-4846-af22-850b50f9526b,True,car,"[{'coords': [1298.4853831146431, 534.4024169329025, 1889.967361240341, 968.4014694479185], 'timestamp': 1559404990496}, {'coords': [1207.4822033374267, 500.99147497243587, 1802.0258298164385, 917.3616698588233], 'timestamp': 1559404990758}]",mlk-lindsay-2,1559404989801,2019-06-01 16:03:09.801
303,mlk-lindsay-cam-2,13,c807347c-92d1-4bdf-ac62-9a3120f457aa,True,car,"[{'coords': [25.997968828085504, 708.4314982484709, 450.33968627651075, 1096.8927456529825], 'timestamp': 1559405005560}, {'coords': [20.519205562945615, 630.3583261153833, 566.550547883357, 1091.748803233984], 'timestamp': 1559405006064}, {'coords': [55.50188031836109, 633.8388665855026, 729.9478273341897, 1096.656934760725], 'timestamp': 1559405006473}, {'coords': [71.37136173120541, 644.4415286308404, 891.4691382671838, 1086.226445698658], 'timestamp': 1559405006957}, {'coords': [90.04012389892051, 652.6790876766648, 989.1427568330275, 1079.0816001368096], 'timestamp': 1559405007129}, {'coords': [140.1713237815087, 652.5942354931972, 1097.873339574723, 1072.5896262544857], 'timestamp': 1559405007439}, {'coords': [184.2807502524721, 655.6434537214739, 1215.3976705075684, 1068.7280809318286], 'timestamp': 1559405007660}, {'coords': [287.70386993029365, 653.2247736862219, 1344.474785182125, 1069.8068600724562], 'timestamp': 1559405007860}, {'coords': [406.4118792741698, 671.5753381837069, 1492.2087755414232, 1084.2381294682261], 'timestamp': 1559405008084}, {'coords': [570.4469310768005, 689.8665281670221, 1681.8396799430043, 1093.6356105803475], 'timestamp': 1559405008224}, {'coords': [684.6290908686269, 700.3979443795503, 1776.354349802531, 1096.2228936682504], 'timestamp': 1559405008453}, {'coords': [850.1231977803864, 741.5088470341102, 1907.5582042376614, 1105.3540153191389], 'timestamp': 1559405008686}, {'coords': [995.1551004773618, 713.6191742515581, 1996.9371175356232, 1085.8275092132249], 'timestamp': 1559405008914}]",mlk-lindsay-2,1559405004830,2019-06-01 16:03:24.830
304,mlk-lindsay-cam-2,2,ab5875ca-c397-464c-af28-90dc3e05dcdd,True,car,"[{'coords': [1568.0910170315415, 463.2814005566179, 1671.462453887611, 552.2649515113303], 'timestamp': 1559405047406}, {'coords': [1604.623267036683, 460.1975197261936, 1688.657875847554, 534.6099260324995], 'timestamp': 1559405047721}]",mlk-lindsay-2,1559405046488,2019-06-01 16:04:06.488
