,camera_id,hit_counts,id,intersection,label,locations,pole_id,timestamp,timestamp-iso
1306,mlk-peeples-cam-3,16,e2b51332-b9bc-4400-a016-b7bbc96609ee,False,car,"[{'coords': [963.4889673454295, 113.28268216931534, 1013.2846170558992, 149.2959069741996], 'timestamp': 1559405474628}, {'coords': [916.86158565832, 139.75497917837626, 981.6548746366956, 191.62228731390744], 'timestamp': 1559405476033}, {'coords': [871.4888846838326, 161.1221077604114, 949.6017799331437, 227.51563657921852], 'timestamp': 1559405476833}, {'coords': [817.4769871506235, 188.0730547332385, 912.2341286649157, 268.0587635561667], 'timestamp': 1559405477437}, {'coords': [752.3241310010235, 212.01843478704072, 863.7333686028005, 299.6858561264644], 'timestamp': 1559405477941}, {'coords': [668.6741109844447, 238.72513113216507, 800.7607946878363, 341.33808455536746], 'timestamp': 1559405478436}, {'coords': [572.7921803662658, 272.8909323551556, 734.5236538045289, 385.9693081944611], 'timestamp': 1559405479043}, {'coords': [511.74950094059125, 292.8496672216463, 690.1628746368073, 414.49818709631745], 'timestamp': 1559405479323}, {'coords': [406.50777297889994, 327.72984609501134, 617.3101719730524, 467.27315279944673], 'timestamp': 1559405479871}, {'coords': [341.58519051376055, 352.16909039828886, 573.6727377937418, 497.47597697613844], 'timestamp': 1559405480137}, {'coords': [281.5522976433825, 367.7787198542072, 533.0862288487144, 522.4459500523285], 'timestamp': 1559405480399}, {'coords': [222.5870657680655, 378.75971656260094, 492.62079148285443, 546.0082731241671], 'timestamp': 1559405480710}, {'coords': [162.21908442351844, 395.23794221333526, 453.4647871537078, 572.8825896198666], 'timestamp': 1559405481016}, {'coords': [64.89092117682429, 431.2596103219274, 384.3105404051447, 630.9757960970768], 'timestamp': 1559405481593}, {'coords': [-2.119046558700461, 448.97012498668926, 335.8108635452236, 664.2004249379976], 'timestamp': 1559405482193}, {'coords': [-26.621237224147904, 478.9922976211712, 287.82953293043613, 724.8262026566817], 'timestamp': 1559405483571}]",mlk-peeples-3,1559405473842,2019-06-01 16:11:13.842
1308,mlk-peeples-cam-3,2,6b539eff-f50d-4cfa-bd0e-90b760c2bf16,False,car,"[{'coords': [1076.1322862902414, 186.86056644927427, 1155.3295397816876, 256.8484955274833], 'timestamp': 1559405524669}, {'coords': [1095.9621812613518, 177.9370585743631, 1159.4349060130608, 235.07136845994057], 'timestamp': 1559405524891}]",mlk-peeples-3,1559405523814,2019-06-01 16:12:03.814
1309,mlk-peeples-cam-3,4,713fd351-114b-438e-9f51-4ab60b172894,False,car,"[{'coords': [1001.030928746291, 110.42148444452579, 1046.3941628127782, 146.37256827297813], 'timestamp': 1559405590511}, {'coords': [940.8363137793212, 137.39942300608442, 1004.7643915731744, 183.98690799821827], 'timestamp': 1559405591669}, {'coords': [886.2804620066096, 163.2362431131706, 958.0379644251567, 222.5725502390078], 'timestamp': 1559405592518}, {'coords': [803.3282513685471, 199.02913008640965, 898.016002931032, 271.5917561019668], 'timestamp': 1559405593135}]",mlk-peeples-3,1559405589689,2019-06-01 16:13:09.689
1310,mlk-peeples-cam-3,2,1edd7e8a-86c3-4ff6-ab8a-77bbd9f413a3,False,car,"[{'coords': [1107.096839773184, 76.02284555041183, 1143.6334207590157, 98.22869046418847], 'timestamp': 1559405605012}, {'coords': [1104.2882839822685, 73.73743538118487, 1138.6410451786949, 98.47129282966148], 'timestamp': 1559405610455}]",mlk-peeples-3,1559405603677,2019-06-01 16:13:23.677
1311,mlk-peeples-cam-3,2,8d68ef51-721c-4829-856c-209f230560a1,False,car,"[{'coords': [1114.528519539965, 156.5069187612872, 1175.4136042023063, 209.39557201619223], 'timestamp': 1559405615968}, {'coords': [1120.369893079533, 135.64132832269362, 1173.7452200797884, 182.23327414361003], 'timestamp': 1559405616655}]",mlk-peeples-3,1559405615189,2019-06-01 16:13:35.189
1314,mlk-peeples-cam-3,5,f698fe14-9919-4ebd-8fc9-d930817eb58a,False,car,"[{'coords': [997.4449322052868, 99.7884173950138, 1042.2135504976418, 132.72586219126782], 'timestamp': 1559405657446}, {'coords': [954.383804614342, 121.89917283019312, 1000.726980483682, 160.42144040989606], 'timestamp': 1559405658676}, {'coords': [910.8749889824113, 151.79405729915658, 972.8019417993049, 203.92250650122236], 'timestamp': 1559405659610}, {'coords': [852.6166717400537, 181.36273141695258, 927.0327618288314, 245.4330537899314], 'timestamp': 1559405660287}, {'coords': [774.2694255665823, 211.59106063380813, 870.8629565399709, 290.484485178666], 'timestamp': 1559405660841}]",mlk-peeples-3,1559405656804,2019-06-01 16:14:16.804
1315,mlk-peeples-cam-3,3,27f0cdc2-fad4-4062-abc5-2f596ceb2eae,False,car,"[{'coords': [1001.7932311822244, 99.25457649924758, 1044.3466166088483, 131.66328736351582], 'timestamp': 1559405640684}, {'coords': [955.9098616034643, 131.55170825215018, 1015.0532537057915, 178.01580282856597], 'timestamp': 1559405642933}, {'coords': [906.4947760738874, 153.40719878522114, 986.3652119040757, 212.8734645044727], 'timestamp': 1559405643718}]",mlk-peeples-3,1559405636494,2019-06-01 16:13:56.494
1316,mlk-peeples-cam-3,2,7e67b0e8-89db-4590-affd-80d2447a7c9a,False,car,"[{'coords': [1109.8911616980938, 111.68579830144884, 1156.34272240129, 143.61119276047958], 'timestamp': 1559405683819}, {'coords': [1109.7029613441987, 103.03432420562994, 1154.5116340203067, 133.13440459261633], 'timestamp': 1559405684369}]",mlk-peeples-3,1559405683132,2019-06-01 16:14:43.132
1320,mlk-peeples-cam-3,2,caab9e59-74a8-49b1-bbd7-1c066a2e2766,False,car,"[{'coords': [1136.5702264226156, 124.03859629816331, 1186.2787736058594, 168.0833073951686], 'timestamp': 1559406136530}, {'coords': [1137.557414232843, 114.61193042214478, 1181.972366731599, 151.6603688188203], 'timestamp': 1559406136787}]",mlk-peeples-3,1559406135568,2019-06-01 16:22:15.568
1321,mlk-peeples-cam-3,2,337a4eb7-4968-401a-8a9e-b3886f16e4ca,False,car,"[{'coords': [1113.034629371668, 101.6608465556475, 1161.4674894384666, 132.98722021150698], 'timestamp': 1559406144839}, {'coords': [1115.9186058853231, 99.7796504726834, 1157.3671007125115, 127.24142243028915], 'timestamp': 1559406145203}]",mlk-peeples-3,1559406143962,2019-06-01 16:22:23.962
1322,mlk-peeples-cam-3,2,f6cb8723-0832-4d5a-9ecd-aa4b214d4d01,False,car,"[{'coords': [1079.3566030051745, 232.503811338402, 1173.8808727304456, 305.6532848051927], 'timestamp': 1559406167584}, {'coords': [1123.9014895396335, 187.44606940730944, 1179.1553697247437, 232.5910753839999], 'timestamp': 1559406168244}]",mlk-peeples-3,1559406166924,2019-06-01 16:22:46.924
1324,mlk-peeples-cam-3,3,d542dedc-6dca-459a-b3fc-ad0f66b7b6fd,False,car,"[{'coords': [1039.2229193223875, 247.45017704046714, 1149.2083477526057, 341.54618818991304], 'timestamp': 1559406169484}, {'coords': [1083.5286552955126, 207.91452167884898, 1174.2936125950437, 280.48703855393853], 'timestamp': 1559406170107}, {'coords': [1122.916487243758, 172.34494041796245, 1175.886282220555, 213.57219620844762], 'timestamp': 1559406171006}]",mlk-peeples-3,1559406168967,2019-06-01 16:22:48.967
1325,mlk-peeples-cam-3,4,323d77f2-f31f-4708-bb9e-b73e4e8995df,False,car,"[{'coords': [919.6793786564297, 280.159164021161, 1092.8457931482744, 421.5775873774028], 'timestamp': 1559406170494}, {'coords': [982.9440056002156, 242.23256893409848, 1132.0001174892789, 359.11258340604013], 'timestamp': 1559406171006}, {'coords': [1032.6617443376142, 214.64071289034203, 1156.6969445762754, 310.6926785957986], 'timestamp': 1559406171437}, {'coords': [1085.3166357109776, 176.73397469114238, 1172.17013648789, 246.4110582105495], 'timestamp': 1559406172252}]",mlk-peeples-3,1559406166627,2019-06-01 16:22:46.627
1326,mlk-peeples-cam-3,2,289ba7c6-4805-4006-9478-157bdc226d0c,False,car,"[{'coords': [1054.6965381332532, 72.4540581030617, 1099.0756896281557, 100.6986004420686], 'timestamp': 1559406185344}, {'coords': [1054.5280376227927, 76.68116253331758, 1096.329883659186, 102.25724564772236], 'timestamp': 1559406185648}]",mlk-peeples-3,1559406184551,2019-06-01 16:23:04.551
1327,mlk-peeples-cam-3,2,48d20ddf-6045-49ce-ad8b-e16ed5df9b22,False,car,"[{'coords': [1068.9262559939814, 63.10972274598632, 1112.5324529089319, 90.69967366170002], 'timestamp': 1559406187401}, {'coords': [1053.5680831480063, 74.11160550330052, 1096.8578953514589, 101.02370290857397], 'timestamp': 1559406188711}]",mlk-peeples-3,1559406186487,2019-06-01 16:23:06.487
1329,mlk-peeples-cam-3,2,e32c0607-f6d2-4015-9989-8c93d9190f51,False,car,"[{'coords': [1012.6305790724934, 241.73873559329687, 1123.3882710038795, 333.5955809597201], 'timestamp': 1559406241515}, {'coords': [1063.952669992996, 207.66114967982895, 1143.6927937948462, 275.5466400110481], 'timestamp': 1559406241836}]",mlk-peeples-3,1559406240937,2019-06-01 16:24:00.937
1331,mlk-peeples-cam-3,2,ae675a7f-8ea0-478f-8c5a-e99634efd36d,False,car,"[{'coords': [978.7177252048851, 105.97847215940331, 1023.5493069111768, 137.0080768792419], 'timestamp': 1559406267452}, {'coords': [947.4155427766159, 144.67048148006415, 1009.6781141249792, 189.36343511726204], 'timestamp': 1559406268978}]",mlk-peeples-3,1559406266606,2019-06-01 16:24:26.606
1332,mlk-peeples-cam-3,2,c8084659-d810-42b4-8e3b-a18a392b9fb1,False,car,"[{'coords': [1112.5678077675516, 163.0570637585853, 1172.4030291925137, 213.92862291941628], 'timestamp': 1559405914965}, {'coords': [1120.1613370192765, 116.43672249401239, 1159.666421359923, 143.43786000952002], 'timestamp': 1559405916531}]",mlk-peeples-3,1559405914492,2019-06-01 16:18:34.492
