,camera_id,hit_counts,id,intersection,label,locations,pole_id,timestamp,timestamp-iso
959,mlk-houston-cam-1,2,2fdc3f75-c593-417f-b2b1-2a7209994915,True,car,"[{'coords': [1631.760221033075, 318.5208802098882, 1660.9284452832878, 344.5685917481103], 'timestamp': 1559406126840}, {'coords': [1638.8796410584264, 313.1959047196768, 1665.1640190185926, 336.8494919645861], 'timestamp': 1559406127522}]",mlk-houston-1,1559406125418,2019-06-01 16:22:05.418
960,mlk-houston-cam-1,5,2184af28-d99f-4656-a14f-721fc649156d,True,car,"[{'coords': [350.35714972562556, 415.19927148027597, 386.63669528019767, 449.30420396977837], 'timestamp': 1559406149673}, {'coords': [388.55385933514805, 429.41305374218973, 455.7599477918015, 481.94273838474953], 'timestamp': 1559406150793}, {'coords': [431.95998738115065, 439.7016450565201, 537.4702816191503, 512.5459104886838], 'timestamp': 1559406151524}, {'coords': [520.8139688611942, 458.7806955631686, 684.7528820778494, 565.4951565874842], 'timestamp': 1559406152388}, {'coords': [565.7669674379795, 475.45362854526104, 756.047612017278, 598.0279246447552], 'timestamp': 1559406152563}]",mlk-houston-1,1559406149055,2019-06-01 16:22:29.055
961,mlk-houston-cam-1,2,0a57c28c-9711-4543-9279-73765ff48936,True,car,"[{'coords': [597.8227150740152, 421.43400292877544, 716.79228219414, 483.4998170897699], 'timestamp': 1559406172324}, {'coords': [557.4448581894334, 412.7246316788664, 652.5087658783624, 463.43344804508337], 'timestamp': 1559406172617}]",mlk-houston-1,1559406171582,2019-06-01 16:22:51.582
962,mlk-houston-cam-1,2,959ac42d-78de-4622-908e-3b548f5350f0,True,car,"[{'coords': [466.4538915581978, 456.4065690316394, 610.092469734668, 545.980874273878], 'timestamp': 1559406189133}, {'coords': [526.4564514323425, 472.0475680848916, 714.9228312738234, 592.653987907359], 'timestamp': 1559406189402}]",mlk-houston-1,1559406188228,2019-06-01 16:23:08.228
963,mlk-houston-cam-1,2,f96e72cf-66cd-4296-bc60-07c854992a04,True,car,"[{'coords': [506.40705715212533, 405.1832792520669, 577.4685218784516, 445.3193633342504], 'timestamp': 1559406199605}, {'coords': [459.20851370502044, 396.35648963124345, 522.456872619488, 436.6221232687184], 'timestamp': 1559406200736}]",mlk-houston-1,1559406195617,2019-06-01 16:23:15.617
964,mlk-houston-cam-1,3,b563dd20-6dff-43d2-a877-3e39241085fa,True,car,"[{'coords': [1199.774607320033, 442.714289728099, 1429.2089432105324, 571.1880308563193], 'timestamp': 1559406204368}, {'coords': [1290.8718170780364, 425.66761016470963, 1478.1764420472166, 541.0327062040459], 'timestamp': 1559406204917}, {'coords': [1375.835785753202, 422.90048540557103, 1503.4896976784134, 503.7643550915895], 'timestamp': 1559406205304}]",mlk-houston-1,1559406203804,2019-06-01 16:23:23.804
965,mlk-houston-cam-1,2,f6c5888f-2995-4a56-b382-606153917195,True,car,"[{'coords': [1412.5056023238396, 410.34823805207736, 1551.4861869515687, 507.09040172491393], 'timestamp': 1559406210476}, {'coords': [1501.986350653634, 384.597902000631, 1586.3919815904724, 447.08466087111043], 'timestamp': 1559406211078}]",mlk-houston-1,1559406209613,2019-06-01 16:23:29.613
966,mlk-houston-cam-1,2,ccf3bcc7-6ea3-49a0-a3f2-2141c41174b8,True,car,"[{'coords': [1564.146914544112, 341.9705908514001, 1625.4446312814816, 390.57306978220805], 'timestamp': 1559406207322}, {'coords': [1634.3692370989245, 310.40200047927357, 1665.6523664948706, 337.66235722241225], 'timestamp': 1559406209379}]",mlk-houston-1,1559406206621,2019-06-01 16:23:26.621
967,mlk-houston-cam-1,2,d64dd4c9-d351-4170-aaf2-6eef5237be5b,True,car,"[{'coords': [398.2180253670763, 441.52629290014187, 484.6506419315881, 494.5052383525627], 'timestamp': 1559406226078}, {'coords': [427.39590296415656, 452.9270750948912, 539.1810101411321, 519.2459901243442], 'timestamp': 1559406226581}]",mlk-houston-1,1559406225495,2019-06-01 16:23:45.495
968,mlk-houston-cam-1,2,0a856978-68d0-4077-8b14-a8f3f1a3d030,True,car,"[{'coords': [468.71849404658235, 401.0037716999167, 533.7424752638641, 436.36540410871476], 'timestamp': 1559406256124}, {'coords': [459.45301633212586, 401.1981820267052, 514.6293373052013, 430.8936286786382], 'timestamp': 1559406256385}]",mlk-houston-1,1559406255087,2019-06-01 16:24:15.087
